generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1776283905-75yjFvflcarhXjfuj8AP,2026-04-15 20:11:45.760,0.000364,,,0,0,1621,1005,793,67,openai/gpt-oss-20b,Google,standard,false,true,,stop,stop,2902,213,BuildOS Next Steps Generator,buildos
gen-1776283873-GYe18ghAwIrL7Qk5oZIl,2026-04-15 20:11:13.453,0.003666,,,0,0,1230,1675,1548,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,30905,840,BuildOS Next Steps Generator,buildos
gen-1776279016-PCBcm2NZjez9iNspyIEt,2026-04-15 18:50:16.037,0.009356,,,0,0,5424,3894,3314,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,71089,1087,,buildos
gen-1776279008-HyqMJiXylVUOLUtaqveW,2026-04-15 18:50:08.271,0.001653,,-0.002168,,0,17335,709,327,14455,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,7139,3936,,buildos
gen-1776278992-BnJfihFNQL2kWR5WB2Nq,2026-04-15 18:49:52.387,0.001755,,-0.001727,,0,14460,1181,777,11515,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,12812,11812,,buildos
gen-1776278974-Sizy9eZA5xjWdRmlWNeR,2026-04-15 18:49:34.913,0.002978,,-0.000022,,0,11520,1393,1011,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,13374,11347,,buildos
gen-1776278944-fFxCVfaRiz6kJJgxffoy,2026-04-15 18:49:04.748,0.00268,,-0.00008,,0,6130,3070,2807,539,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,28312,27057,,buildos
gen-1776278927-U8pJHjmYjTcQ92DHoQHh,2026-04-15 18:48:47.252,0.013274,,,0,0,3904,6157,4940,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,111875,1061,,buildos
gen-1776278916-L6p0U69JqiK8xlVrpmBC,2026-04-15 18:48:36.348,0.001505,,-0.001934,,0,14760,975,604,12896,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,9974,7046,,buildos
gen-1776278890-50vYE8uP5QbdE0zgLdKe,2026-04-15 18:48:10.814,0.003465,,-0.000022,,0,12896,1816,1264,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,19389,16691,,buildos
gen-1776278877-hG9msL44Kyt4tZs4zodY,2026-04-15 18:47:57.096,0.001509,,-0.000846,,0,8432,1338,1113,5641,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,13590,12383,,buildos
gen-1776278854-V3UYIdgDqLwhRHBpzoeM,2026-04-15 18:47:34.330,0.002099,,-0.000043,,0,5646,2029,1880,293,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,21658,21069,,buildos
gen-1776278826-oY5EVhhAEVoYfSJ1rG5H,2026-04-15 18:47:06.097,0.00658,,,0,0,959,3215,2220,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,58579,847,,buildos
gen-1776278815-Uvb99EIwU69UagrKBsut,2026-04-15 18:46:55.946,0.001266,,-0.000022,,0,4377,827,570,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,9371,7108,,buildos
gen-1776278793-kXdcxgovvwoApsJ6I9fT,2026-04-15 18:46:33.193,0.001721,,-0.000022,,0,3554,2065,1427,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,10885,10856,,buildos
gen-1776278793-MKI1oCcu85MymYUbUIE5,2026-04-15 18:46:32.999,0.012178,,,0,0,5348,5354,4442,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,97347,1079,,buildos
gen-1776278781-z5zY1CZTeHLuevQXQJkK,2026-04-15 18:46:21.232,0.001597,,-0.002513,,0,18203,941,580,16758,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,10311,7700,,buildos
gen-1776278752-HUA5FWXE7bmvXhhxE2nF,2026-04-15 18:45:52.261,0.002477,,-0.002068,,0,16763,2387,1673,13789,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,24206,18907,,buildos
gen-1776278733-n9CDK5kF61SwQriNTUCA,2026-04-15 18:45:33.290,0.002421,,-0.00105,,0,13794,1427,811,7004,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,14022,9626,,buildos
gen-1776278700-vQoxGgEOF3lOGsXr1kch,2026-04-15 18:45:00.076,0.002761,,-0.000446,,0,7758,3313,2940,2977,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,32213,29342,,buildos
gen-1776278619-54Uv9RCZSWmnt7gk85KR,2026-04-15 18:43:39.330,0.012795,,,0,0,3040,6055,5121,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,109940,1011,,buildos
gen-1776278605-iiaRiWGRNBkvJwauVlmd,2026-04-15 18:43:25.213,0.001573,,-0.001809,,0,13391,1409,1056,12060,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,13484,10767,,buildos
gen-1776278584-TwjoCuHS4x7Mszh2ET7t,2026-04-15 18:43:04.201,0.002329,,-0.000984,,0,12060,1803,1336,6562,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,17959,14317,,buildos
gen-1776278550-x2tCKG7WDSlUko8gs1cQ,2026-04-15 18:42:30.428,0.002565,,-0.001042,,0,9658,3353,3196,6951,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,33465,32363,,buildos
gen-1776278515-sWyDjWuCblHVlUAVmDEC,2026-04-15 18:41:55.143,0.002739,,-0.000164,,0,6956,3025,2753,1097,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,33331,31259,,buildos
gen-1776278482-C0eSzNOi9ihhJHNQFKce,2026-04-15 18:41:22.221,0.007372,,,0,0,948,3623,3034,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,66032,870,,buildos
gen-1776278470-Dwd9N1N6N6TWX70Dgusa,2026-04-15 18:41:10.788,0.000776,,-0.00078,,0,5541,898,697,5204,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,10287,8889,,buildos
gen-1776278452-vwGuNU1raajZcK9IXf0V,2026-04-15 18:40:52.313,0.00122,,-0.000766,,0,5112,1930,1633,5111,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,11674,10585,,buildos
gen-1776278414-R8W39eub0gXpv6MSYez2,2026-04-15 18:40:14.017,0.006542,,,0,0,914,3203,2715,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,58859,1283,,buildos
gen-1776278405-MYd4Y7Xl84LlyXyjdPe7,2026-04-15 18:40:05.859,0.001487,,-0.000022,,0,5921,650,486,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,7339,5726,,buildos
gen-1776278371-VsjkBfiDL27LMYy9eAgg,2026-04-15 18:39:30.897,0.002979,,-0.000022,,0,5112,3959,3286,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,22890,20345,,buildos
gen-1776278127-Efl7UrlThkN0kMbo0Smt,2026-04-15 18:35:27.287,0.009511,,,0,0,1990,4546,3499,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,82684,880,,buildos
gen-1776278110-LCSGdRjNMN4zwYVwENsW,2026-04-15 18:35:10.783,0.001897,,-0.001994,,0,15399,1626,1012,13299,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,15579,11093,,buildos
gen-1776278096-BaCqT6q6BdczaEC4X9un,2026-04-15 18:34:56.632,0.00204,,-0.001314,,0,13304,1389,1299,8763,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,13272,12582,,buildos
gen-1776278082-Hvq6okjklUW1PEFlSfIE,2026-04-15 18:34:42.459,0.001453,,-0.001361,,0,10363,1485,1311,9075,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,13886,12521,,buildos
gen-1776278071-dPOLry9p9Rmpo6Rf0kaV,2026-04-15 18:34:31.855,0.001867,,-0.000441,,0,9080,984,914,2940,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,9709,9259,,buildos
gen-1776278051-fHdOcXn45YXMCihRbu4W,2026-04-15 18:34:11.836,0.005436,,,0,0,1105,2604,2152,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,47663,844,,buildos
gen-1776278041-EsZVGddigZurlZnZxf4X,2026-04-15 18:34:01.202,0.002385,,-0.000022,,0,9730,924,596,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,9552,6759,,buildos
gen-1776278037-rSNbc4JoUnmsvV7DRQnc,2026-04-15 18:33:57.268,0.00182,,-0.000022,,0,8465,300,259,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,2856,2692,,buildos
gen-1776277903-CXzpPEiC0H7NxxbnQviu,2026-04-15 18:31:43.084,0.009532,,,0,0,6112,3870,2834,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,70977,1367,BuildOS Next Steps Generator,buildos
gen-1776277891-jHY2Shm0UrEFZi1s0Mr0,2026-04-15 18:31:31.551,0.001821,,-0.00226,,0,16903,1404,1063,15072,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,10283,8618,BuildOS Next Steps Generator,buildos
gen-1776277880-dw0cnU9bZL5BAM7lxpfD,2026-04-15 18:31:20.495,0.001487,,-0.001912,,0,15072,770,492,12749,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,7522,6484,BuildOS Next Steps Generator,buildos
gen-1776277859-AMfS7mGzLjNYT3Lr6cns,2026-04-15 18:30:59.274,0.002528,,-0.001186,,0,12754,2329,2043,7912,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,18867,15766,BuildOS Next Steps Generator,buildos
gen-1776277843-6CUh2xkWmImdxs1q1xtb,2026-04-15 18:30:42.817,0.002756,,-0.000446,,0,10363,2261,2043,2979,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,15730,14504,BuildOS Next Steps Generator,buildos
gen-1776277698-O6ncZ7Y1dPTxYbBuKll6,2026-04-15 18:28:18.630,0.013582,,,0,0,6008,5964,4830,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,108766,1499,BuildOS Next Steps Generator,buildos
gen-1776277686-1Fx37vW7nEMBVgsRdk7N,2026-04-15 18:28:06.915,0.001953,,-0.003001,,0,21289,1394,992,20009,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,11009,8329,BuildOS Next Steps Generator,buildos
gen-1776277663-oiTyNm6PMeTleLbgJPWL,2026-04-15 18:27:43.263,0.002699,,-0.002732,,0,20014,2860,2317,18219,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,22433,19279,BuildOS Next Steps Generator,buildos
gen-1776277646-nGSYwXoIWEYM4O0OHqac,2026-04-15 18:27:26.780,0.001697,,-0.0027,,0,18219,1509,1177,18003,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,11076,9346,BuildOS Next Steps Generator,buildos
gen-1776277641-hm6n1UqZd9cUp9gai7Wq,2026-04-15 18:27:21.232,0.002587,,-0.00128,,0,18008,533,392,8535,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,5327,4877,BuildOS Next Steps Generator,buildos
gen-1776277626-zSBnKra8xSVOkAFyGWRs,2026-04-15 18:27:06.243,0.003013,,-0.001147,,0,15358,2179,1631,7648,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,14813,11869,BuildOS Next Steps Generator,buildos
gen-1776277609-Df9kIFKSx4uSTUIWJTEd,2026-04-15 18:26:49.402,0.003133,,-0.000022,,0,9896,2354,1820,149,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,15826,13082,BuildOS Next Steps Generator,buildos
gen-1776277184-gPzMSuwL6iHfwuYUtwvI,2026-04-15 18:19:44.829,0.005574,,-0.001398,,0,30839,1609,1207,9321,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,13503,11463,BuildOS Next Steps Generator,buildos
gen-1776277163-zLVJF7cABLBz16BtFvne,2026-04-15 18:19:23.958,0.005171,,-0.001027,,0,25455,2217,963,6853,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,13833,8050,BuildOS Next Steps Generator,buildos
gen-1776277133-xvRVbez6BKlXxZZKxB81,2026-04-15 18:18:53.856,0.005265,,-0.001103,,0,21678,4066,1796,7357,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,23887,11433,BuildOS Next Steps Generator,buildos
gen-1776277121-lP1bPbnKQ648QsaGhkbX,2026-04-15 18:18:41.185,0.003857,,-0.000022,,0,14824,1830,1465,149,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,10673,9330,BuildOS Next Steps Generator,buildos
gen-1776277109-CLRoK4h7Mm5xoVdIfkle,2026-04-15 18:18:29.659,0.00251,,-0.000022,,0,8834,1532,1290,149,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,10583,9610,BuildOS Next Steps Generator,buildos
gen-1776276489-gXGg6cHJ1MsxQ787nGYy,2026-04-15 18:08:09.542,0.000137,,,0,0,1417,675,452,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,24416,716,BuildOS Next Steps Generator,buildos
gen-1776276467-MGIRdsvKYYJR6fqWjXyE,2026-04-15 18:07:47.339,0.002332,,,0,0,618,1093,970,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,20753,1106,BuildOS Next Steps Generator,buildos
gen-1776274802-jh6NDegweVcJHft3LtCS,2026-04-15 17:40:02.455,0.00179,,,0,0,768,790,677,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,15201,984,BuildOS Next Steps Generator,buildos
gen-1776274802-F28bd3vfTLwp8rS3lSFJ,2026-04-15 17:40:02.386,0.002841,,,0,0,786,1326,1207,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,24463,838,BuildOS Next Steps Generator,buildos
gen-1776271580-lU87VjMrr9dbz9aznJfV,2026-04-15 16:46:20.718,0.000307,,,0,0,2664,1624,821,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,44583,299,BuildOS Next Steps Generator,buildos
gen-1776271570-jJ1REOvq740TPPfbIb7X,2026-04-15 16:46:10.606,0.00326,,-0.000022,,0,12615,1519,754,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,9221,5560,BuildOS Next Steps Generator,buildos
gen-1776271560-5OOrwOLNpIkypXqyicq3,2026-04-15 16:46:00.740,0.001875,,-0.000022,,0,7262,890,607,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,7864,6047,BuildOS Next Steps Generator,buildos
gen-1776269992-EJBpFNhXDEnlW1ENdGof,2026-04-15 16:19:52.855,0.00015,,,0,0,2087,628,546,0,openai/gpt-oss-20b,DeepInfra,standard,false,true,,stop,stop,27033,301,,buildos
gen-1776269982-ht2sHACjIMBclJWh6Syt,2026-04-15 16:19:42.230,0.000887,,0,0,0,2235,2438,1586,5,openai/gpt-oss-20b,Fireworks,standard,false,true,,stop,stop,21545,604,,buildos
gen-1776269982-jO0ddgKC0m1ZCyzaBZwp,2026-04-15 16:19:42.043,0.001937,,-0.00207,,0,15905,1654,1029,13805,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,10057,6948,,buildos
gen-1776269974-zhQ199wak6WmAXYACizL,2026-04-15 16:19:34.256,0.002001,,-0.001245,,0,13810,970,865,8301,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,7136,6699,,buildos
gen-1776269969-hnquRtlfeyxfBGIcQngh,2026-04-15 16:19:29.965,0.001677,,-0.001488,,0,11975,1541,1005,9920,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,11505,7284,,buildos
gen-1776269963-lbItpWqyj3jW8ya8rJkX,2026-04-15 16:19:23.443,0.001316,,-0.001286,,0,9861,1262,1075,8578,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,9728,8703,,buildos
gen-1776269957-cw7ClbCHvFOUoCb9PNWd,2026-04-15 16:19:17.656,0.00144,,-0.001296,,0,9925,1503,1420,8642,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,10760,10528,,buildos
gen-1776269956-fQEl0cxGeYgCurhQjy9T,2026-04-15 16:19:16.445,0.001661,,-0.00044,,0,8583,771,699,2935,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,5700,5410,,buildos
gen-1776269952-T6rWkt2OZ6gI0vfMF0o1,2026-04-15 16:19:12.171,0.001599,,-0.000438,,0,8647,617,536,2926,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,4627,4229,,buildos
gen-1776269928-jMGYsVdJakWT6GSjoqzc,2026-04-15 16:18:48.353,0.000201,,-0.000001,0,0,1090,795,389,64,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,4340,342,,buildos
gen-1776269921-PbrT5MGguNp3GJMJXbrh,2026-04-15 16:18:41.530,0.002042,,-0.000022,,0,7787,1014,579,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,5684,4289,,buildos
gen-1776269921-TpgK59Twb48iZB1cwhwx,2026-04-15 16:18:41.494,0.000175,,,0,0,1017,416,364,69,openai/gpt-oss-20b,Google,standard,false,true,,stop,stop,1905,583,,buildos
gen-1776269917-oC2FONk81lhJ9veglUTp,2026-04-15 16:18:37.110,0.001422,,-0.000022,,0,6527,279,252,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,3454,3422,,buildos
gen-1776269915-Ch7IpuYwEAWqiuImNLsj,2026-04-15 16:18:35.326,0.002164,,-0.000022,,0,9271,664,395,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,5018,3627,,buildos
gen-1776269910-NYmns8VhwDIeSfHHROdW,2026-04-15 16:18:30.665,0.001739,,-0.000022,,0,8011,319,274,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,3757,3477,,buildos
gen-1776269729-aapTTQHsRVdsdwmZjAZi,2026-04-15 16:15:29.740,0.002927,,,0,0,697,1385,1256,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,25890,968,BuildOS Next Steps Generator,buildos
gen-1776269729-xZ5L4v7a6Tvr0Lc4zvHE,2026-04-15 16:15:29.738,0.002893,,,0,0,730,1362,1249,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,25336,809,BuildOS Next Steps Generator,buildos
gen-1776267801-Zm8POKBMQ8wRdGfcK1Cq,2026-04-15 15:43:21.722,0.004592,,,0,0,1718,2069,1847,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,37976,794,,buildos
gen-1776267795-j1R5SkRlbTQetM13GYnc,2026-04-15 15:43:15.730,0.00093,,-0.001013,,0,8024,679,384,6759,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,5329,3498,,buildos
gen-1776267787-Mbz0TCC8FS8zAPW7hahX,2026-04-15 15:43:07.230,0.001659,,-0.000066,,0,6764,746,719,441,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,7686,7654,,buildos
gen-1776267785-DmYu0B6CikiaYcJHYRWx,2026-04-15 15:43:05.852,0.003099,,,0,0,2061,1246,1229,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,24211,1007,,buildos
gen-1776267779-hDBCWInwKHppFMgQ7ODW,2026-04-15 15:42:59.548,0.001075,,-0.001287,,0,9865,780,457,8582,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,5378,3625,,buildos
gen-1776267773-Je9gDT2MtsCNLrss5ucE,2026-04-15 15:42:53.098,0.001609,,-0.000438,,0,8587,662,583,2924,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,5539,5060,,buildos
gen-1776267617-dygqvlSuFKNjTLrBQOly,2026-04-15 15:40:17.414,0.005642,,,0,0,1059,2717,2264,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,50317,1484,,buildos
gen-1776267611-HYV1MhInXOu5vCCtvT9a,2026-04-15 15:40:11.346,0.001893,,-0.000022,,0,7780,719,406,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,5099,3629,,buildos
gen-1776267607-OGcVprvVEiysv97ic8TX,2026-04-15 15:40:07.517,0.001408,,-0.000022,,0,6520,253,226,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,2931,2926,,buildos
gen-1776267576-fkTxVyTmCgUAn5JRzRmA,2026-04-15 15:39:36.433,0.000162,,,0,0,999,565,356,64,openai/gpt-oss-20b,WandB,standard,false,true,,stop,stop,4910,244,,buildos
gen-1776267570-ORvWMTciE7qwmFfVLZP0,2026-04-15 15:39:30.560,0.002161,,-0.000022,,0,9262,663,358,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,5141,3434,,buildos
gen-1776267566-ZcZxrxyz75IZfYM8JJmW,2026-04-15 15:39:26.837,0.000255,,,0,0,1428,919,643,32,openai/gpt-oss-20b,WandB,standard,false,true,,stop,stop,3003,222,BuildOS Next Steps Generator,buildos
gen-1776267565-H9NHgQ4wEeeF6O1hVHrQ,2026-04-15 15:39:25.892,0.001709,,-0.000022,,0,8002,262,221,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,3761,3589,,buildos
gen-1776267534-GLll6iOXFcKmFmHySTgq,2026-04-15 15:38:54.664,0.003392,,,0,0,557,1647,1537,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,30659,1091,BuildOS Next Steps Generator,buildos
gen-1776266762-yMRXSJ38Dw9PktieyXWV,2026-04-15 15:26:02.169,0.000233,,-0.000001,0,0,2483,677,514,64,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,4911,341,,buildos
gen-1776266754-ozJqhsRv0ZXQd54Kh6HJ,2026-04-15 15:25:54.615,0.002566,,-0.000022,,0,11020,770,494,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,stop,6982,5081,,buildos
gen-1776266749-9DUEk63CCUXkFv7IloBO,2026-04-15 15:25:48.972,0.002095,,-0.000022,,0,9198,557,490,148,x-ai/grok-4.1-fast,xAI,standard,false,true,,completed,tool_calls,4200,3908,,buildos
gen-1776265645-2bNzEYrwOTmczZ8zVyF7,2026-04-15 15:07:25.794,0.004317,,,0,0,1669,1936,1632,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,36024,1204,BuildOS Next Steps Generator,buildos
gen-1776265582-6ylMQ3QvdcM4XoqxfoO7,2026-04-15 15:06:22.160,0.007048,,,0,0,892,3466,3294,0,qwen/qwen3.6-plus-04-02,Alibaba,standard,false,true,,stop,stop,63194,788,BuildOS Next Steps Generator,buildos
gen-1776265564-6hjou5TobOJWq2CEYcJl,2026-04-15 15:06:04.066,0.008583,,,0,0,846,403,0,0,anthropic/claude-4.6-sonnet-20260217,Amazon Bedrock,standard,false,true,,end_turn,stop,7189,1713,BuildOS Next Steps Generator,buildos
gen-1776265554-tbyUJMpxR3YZ4adPWsVF,2026-04-15 15:05:53.837,0.000263,,-0.00001,0,0,737,1223,1108,512,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,11463,437,BuildOS Next Steps Generator,buildos
gen-1776265552-GIeprB0z9eu6pc48YeJD,2026-04-15 15:05:52.582,0.000278,,-0.000007,0,0,1038,1221,1183,352,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,11425,376,BuildOS Next Steps Generator,buildos
gen-1776265552-5BAV68kNF7yhv0VbXM82,2026-04-15 15:05:52.571,0.000124,,-0.000007,0,0,653,525,425,352,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,5497,356,BuildOS Next Steps Generator,buildos
gen-1776265552-mNLYf2xyYh1LO1IdpUXh,2026-04-15 15:05:52.566,0.000151,,-0.000012,0,0,819,659,567,640,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,6979,502,BuildOS Next Steps Generator,buildos
gen-1776265552-KxKxUyjPly7WzvmYZnXK,2026-04-15 15:05:52.561,0.000243,,-0.00002,0,0,1209,1076,1001,1024,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,10338,365,BuildOS Next Steps Generator,buildos
gen-1776265552-AvrRaOmpd32RmIboISYV,2026-04-15 15:05:52.559,0.000176,,,0,0,1068,711,567,0,openai/gpt-oss-20b,Clarifai,standard,false,true,,stop,stop,3092,301,BuildOS Next Steps Generator,buildos
gen-1776265552-dhn6zryegTqvks4ZzPc6,2026-04-15 15:05:52.550,0.000197,,,0,0,647,935,774,0,openai/gpt-oss-20b,Clarifai,standard,false,true,,stop,stop,4556,236,BuildOS Next Steps Generator,buildos
gen-1776265552-5YfGoTbAqO92GLEPtoku,2026-04-15 15:05:52.544,0.000232,,,0,0,1221,986,879,0,openai/gpt-oss-20b,Clarifai,standard,false,true,,stop,stop,4468,230,BuildOS Next Steps Generator,buildos
gen-1776265552-CCyHfv0zuR31SAy9lh0G,2026-04-15 15:05:52.538,0.000315,,,0,0,818,1034,972,369,openai/gpt-oss-20b,Google,standard,false,true,,stop,stop,2311,159,BuildOS Next Steps Generator,buildos
gen-1776265552-bJQIDTtSHhtidotYb8oe,2026-04-15 15:05:52.535,0.00032,,-0.000022,0,0,1378,1439,1217,1120,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,13036,387,BuildOS Next Steps Generator,buildos
gen-1776265552-GTYqrwtOX2d5i8FPaby3,2026-04-15 15:05:52.527,0.000193,,-0.000007,0,0,647,871,800,352,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,8574,377,BuildOS Next Steps Generator,buildos
gen-1776265552-SE0ZWGfariJhuV1pLWKF,2026-04-15 15:05:52.524,0.000266,,,0,0,670,1166,1064,32,openai/gpt-oss-20b,WandB,standard,false,true,,stop,stop,3307,175,BuildOS Next Steps Generator,buildos
gen-1776265552-OhqbYyKANmRGCNqXVhPd,2026-04-15 15:05:52.522,0.000335,,,0,0,1168,1572,1422,0,openai/gpt-oss-20b,Clarifai,standard,false,true,,stop,stop,5435,246,BuildOS Next Steps Generator,buildos
gen-1776265552-PBcqRfnznrPRefPnZEnB,2026-04-15 15:05:52.514,0.000244,,-0.000013,0,0,934,1101,1093,656,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,10404,374,BuildOS Next Steps Generator,buildos
gen-1776265552-eKE8xUiEb2978l75ncG0,2026-04-15 15:05:52.508,0.000261,,-0.000007,0,0,863,1168,1081,352,openai/gpt-oss-20b,Parasail,standard,false,true,,stop,stop,10977,372,BuildOS Next Steps Generator,buildos
gen-1776265552-D7Cl1Ez8SVYlNvPmQlxo,2026-04-15 15:05:52.500,0.000187,,,0,0,767,849,818,0,openai/gpt-oss-20b,Clarifai,standard,false,true,,stop,stop,3889,157,BuildOS Next Steps Generator,buildos
